,level_0,level_1,level_2,SVC,Random Forest,Gradient Boosting,Logistic Regression
131,V1,conv3,Subj2,0.672108843537415,0.6013605442176873,0.4448979591836735,0.7374149659863946
132,V1,conv3,Subj3,0.8857142857142859,0.8231292517006802,0.6462585034013605,0.9170068027210885
133,V1,conv3,Subj4,0.8979591836734694,0.8476190476190476,0.7278911564625851,0.9523809523809524
134,V1,conv3,Subj5,0.7387755102040817,0.6761904761904762,0.5115646258503401,0.8108843537414966
135,V1,conv4,Subj1,0.8312925170068028,0.7605442176870747,0.545578231292517,0.9006802721088436
136,V1,conv4,Subj2,0.7020408163265307,0.563265306122449,0.4149659863945578,0.7442176870748299
137,V1,conv4,Subj3,0.8857142857142858,0.8122448979591835,0.5714285714285714,0.9210884353741496
138,V1,conv4,Subj4,0.8938775510204083,0.8258503401360543,0.6136054421768707,0.9523809523809524
139,V1,conv4,Subj5,0.7197278911564625,0.6299319727891157,0.4408163265306122,0.780952380952381
140,V1,conv5,Subj1,0.8462585034013606,0.7265306122448979,0.564625850340136,0.889795918367347
141,V1,conv5,Subj2,0.6925170068027212,0.5727891156462585,0.44081632653061226,0.7510204081632653
142,V1,conv5,Subj3,0.8829931972789116,0.7673469387755103,0.5551020408163266,0.9142857142857144
143,V1,conv5,Subj4,0.8965986394557824,0.8081632653061225,0.6680272108843538,0.9387755102040816
144,V1,conv5,Subj5,0.7387755102040817,0.6108843537414966,0.4231292517006803,0.7782312925170067
145,V1,fc6,Subj1,0.7401360544217688,0.5265306122448979,0.34965986394557824,0.821768707482993
146,V1,fc6,Subj2,0.5319727891156464,0.39591836734693875,0.28843537414965986,0.6448979591836734
147,V1,fc6,Subj3,0.7619047619047619,0.5551020408163266,0.3891156462585035,0.8625850340136053
148,V1,fc6,Subj4,0.8421768707482993,0.6843537414965988,0.5428571428571428,0.9047619047619049
149,V1,fc6,Subj5,0.6380952380952382,0.4408163265306122,0.326530612244898,0.71156462585034
150,V1,fc7,Subj1,0.6122448979591837,0.45850340136054424,0.27619047619047615,0.7564625850340135
151,V1,fc7,Subj2,0.46530612244897956,0.2925170068027211,0.22312925170068026,0.5755102040816327
152,V1,fc7,Subj3,0.6693877551020408,0.473469387755102,0.327891156462585,0.7904761904761904
153,V1,fc7,Subj4,0.7551020408163265,0.5374149659863946,0.46530612244897956,0.8421768707482993
154,V1,fc7,Subj5,0.5659863945578232,0.4108843537414966,0.27074829931972794,0.6408163265306123
155,V1,fc8,Subj1,0.2925170068027211,0.363265306122449,0.2857142857142857,0.7183673469387755
156,V1,fc8,Subj2,0.23673469387755103,0.23673469387755103,0.19591836734693882,0.5006802721088435
157,V1,fc8,Subj3,0.3251700680272109,0.39183673469387753,0.28435374149659864,0.7401360544217688
158,V1,fc8,Subj4,0.48299319727891155,0.46122448979591846,0.4176870748299319,0.7959183673469388
159,V1,fc8,Subj5,0.2598639455782313,0.27891156462585037,0.1850340136054422,0.6095238095238097
160,V2,conv1,Subj1,0.2285714285714286,0.2952380952380952,0.2897959183673469,0.5972789115646259
161,V2,conv1,Subj2,0.14557823129251699,0.2108843537414966,0.1836734693877551,0.39183673469387764
162,V2,conv1,Subj3,0.19591836734693877,0.2789115646258503,0.2435374149659864,0.5945578231292518
163,V2,conv1,Subj4,0.21496598639455783,0.2952380952380952,0.272108843537415,0.6149659863945578
164,V2,conv1,Subj5,0.15918367346938775,0.21360544217687072,0.2122448979591837,0.5047619047619047
165,V2,conv2,Subj1,0.7510204081632652,0.6503401360544218,0.5591836734693877,0.8462585034013606
166,V2,conv2,Subj2,0.5578231292517006,0.4489795918367347,0.3904761904761905,0.6435374149659864
167,V2,conv2,Subj3,0.7714285714285714,0.7006802721088435,0.5537414965986395,0.8571428571428571
168,V2,conv2,Subj4,0.7700680272108843,0.6789115646258503,0.5931972789115647,0.8435374149659863
169,V2,conv2,Subj5,0.6312925170068028,0.5510204081632653,0.4299319727891157,0.7183673469387755
170,V2,conv3,Subj1,0.8136054421768707,0.7319727891156462,0.5823129251700679,0.8925170068027211
171,V2,conv3,Subj2,0.634013605442177,0.5401360544217687,0.3863945578231292,0.7074829931972789
172,V2,conv3,Subj3,0.8081632653061225,0.726530612244898,0.563265306122449,0.8857142857142859
173,V2,conv3,Subj4,0.8517006802721089,0.7673469387755102,0.5986394557823128,0.8993197278911564
174,V2,conv3,Subj5,0.6857142857142857,0.5850340136054422,0.3850340136054422,0.7578231292517008
175,V2,conv4,Subj1,0.8394557823129253,0.7238095238095238,0.4884353741496598,0.889795918367347
176,V2,conv4,Subj2,0.6258503401360545,0.4870748299319728,0.3360544217687075,0.7102040816326533
177,V2,conv4,Subj3,0.8149659863945578,0.6993197278911565,0.489795918367347,0.8680272108843538
178,V2,conv4,Subj4,0.854421768707483,0.7646258503401361,0.5183673469387754,0.9115646258503401
179,V2,conv4,Subj5,0.7156462585034014,0.5986394557823129,0.364625850340136,0.7741496598639456
180,V2,conv5,Subj1,0.8435374149659863,0.7251700680272108,0.5537414965986395,0.872108843537415
181,V2,conv5,Subj2,0.6435374149659864,0.5115646258503402,0.39727891156462586,0.6884353741496599
182,V2,conv5,Subj3,0.8462585034013604,0.6843537414965988,0.4938775510204082,0.8666666666666668
183,V2,conv5,Subj4,0.8421768707482993,0.7224489795918368,0.5523809523809524,0.88843537414966
184,V2,conv5,Subj5,0.708843537414966,0.5564625850340136,0.3850340136054422,0.7496598639455782
185,V2,fc6,Subj1,0.7197278911564625,0.5537414965986395,0.417687074829932,0.8108843537414965
186,V2,fc6,Subj2,0.5088435374149659,0.3714285714285714,0.2761904761904762,0.5945578231292518
187,V2,fc6,Subj3,0.710204081632653,0.5088435374149659,0.35102040816326535,0.8122448979591835
188,V2,fc6,Subj4,0.7619047619047619,0.5931972789115647,0.45034013605442175,0.8408163265306123
189,V2,fc6,Subj5,0.6108843537414964,0.4244897959183674,0.2585034013605442,0.6870748299319728
190,V2,fc7,Subj1,0.5945578231292518,0.4299319727891156,0.30612244897959184,0.7659863945578232
191,V2,fc7,Subj2,0.44217687074829926,0.29795918367346935,0.2204081632653061,0.5428571428571429
192,V2,fc7,Subj3,0.6149659863945578,0.4217687074829932,0.3020408163265306,0.7482993197278912
193,V2,fc7,Subj4,0.6884353741496599,0.5047619047619046,0.36190476190476195,0.7850340136054423
194,V2,fc7,Subj5,0.5278911564625851,0.35102040816326524,0.19863945578231293,0.6204081632653062
195,V2,fc8,Subj1,0.29523809523809524,0.33877551020408164,0.2530612244897959,0.7034013605442178
196,V2,fc8,Subj2,0.24081632653061225,0.23945578231292516,0.1931972789115646,0.5006802721088436
197,V2,fc8,Subj3,0.2952380952380952,0.3224489795918367,0.20272108843537415,0.6897959183673469
198,V2,fc8,Subj4,0.4231292517006803,0.4068027210884354,0.34013605442176875,0.7156462585034014
199,V2,fc8,Subj5,0.24353741496598638,0.2816326530612245,0.19183673469387755,0.5904761904761904
200,V3,conv1,Subj1,0.1469387755102041,0.217687074829932,0.2,0.44217687074829926
201,V3,conv1,Subj2,0.1034013605442177,0.1387755102040816,0.1306122448979592,0.33197278911564626
202,V3,conv1,Subj3,0.1510204081632653,0.2217687074829932,0.1904761904761905,0.48571428571428577
203,V3,conv1,Subj4,0.1578231292517007,0.21496598639455783,0.1931972789115646,0.46122448979591846
204,V3,conv1,Subj5,0.11972789115646258,0.14149659863945577,0.1251700680272109,0.3156462585034014
205,V3,conv2,Subj1,0.6013605442176871,0.5265306122448979,0.45306122448979597,0.6870748299319728
206,V3,conv2,Subj2,0.45986394557823124,0.3551020408163265,0.31020408163265306,0.545578231292517
207,V3,conv2,Subj3,0.6299319727891156,0.5578231292517006,0.46530612244897956,0.7401360544217688
208,V3,conv2,Subj4,0.6272108843537415,0.4925170068027211,0.40408163265306124,0.7142857142857143
209,V3,conv2,Subj5,0.42040816326530617,0.2870748299319728,0.2122448979591837,0.5156462585034013
210,V3,conv3,Subj1,0.7061224489795918,0.5986394557823128,0.41904761904761906,0.7931972789115648
211,V3,conv3,Subj2,0.5210884353741496,0.41360544217687073,0.3183673469387755,0.619047619047619
212,V3,conv3,Subj3,0.7360544217687075,0.6149659863945579,0.46258503401360546,0.8040816326530612
213,V3,conv3,Subj4,0.6938775510204083,0.5809523809523809,0.4612244897959184,0.8054421768707483
214,V3,conv3,Subj5,0.5646258503401361,0.38231292517006804,0.25578231292517,0.6258503401360543
215,V3,conv4,Subj1,0.6870748299319728,0.563265306122449,0.3578231292517007,0.8027210884353743
216,V3,conv4,Subj2,0.5360544217687074,0.38367346938775515,0.32108843537414966,0.5959183673469388
217,V3,conv4,Subj3,0.7374149659863946,0.5741496598639456,0.39183673469387753,0.8054421768707483
218,V3,conv4,Subj4,0.7278911564625851,0.5605442176870749,0.41632653061224495,0.7741496598639455
219,V3,conv4,Subj5,0.5564625850340137,0.38367346938775515,0.23265306122448978,0.6299319727891157
220,V3,conv5,Subj1,0.7387755102040815,0.5755102040816327,0.4054421768707483,0.7959183673469389
221,V3,conv5,Subj2,0.5523809523809524,0.4272108843537415,0.3537414965986394,0.6095238095238095
222,V3,conv5,Subj3,0.7496598639455783,0.5687074829931972,0.39319727891156464,0.7891156462585034
223,V3,conv5,Subj4,0.7020408163265307,0.5578231292517007,0.40544217687074824,0.7727891156462585
224,V3,conv5,Subj5,0.5659863945578232,0.39183673469387753,0.2489795918367347,0.6108843537414966
225,V3,fc6,Subj1,0.563265306122449,0.3850340136054422,0.2857142857142857,0.6571428571428571
226,V3,fc6,Subj2,0.4435374149659864,0.3360544217687075,0.2585034013605442,0.5387755102040817
227,V3,fc6,Subj3,0.6353741496598639,0.45306122448979597,0.31156462585034017,0.7496598639455783
228,V3,fc6,Subj4,0.6040816326530613,0.4979591836734694,0.29523809523809524,0.7170068027210884
229,V3,fc6,Subj5,0.4707482993197279,0.2979591836734694,0.1931972789115646,0.5591836734693878
230,V3,fc7,Subj1,0.4489795918367347,0.30748299319727895,0.21632653061224488,0.6122448979591838
231,V3,fc7,Subj2,0.4136054421768708,0.2857142857142857,0.22993197278911565,0.4857142857142857
232,V3,fc7,Subj3,0.5197278911564626,0.3659863945578231,0.24761904761904766,0.674829931972789
233,V3,fc7,Subj4,0.5360544217687074,0.38639455782312926,0.2789115646258503,0.6625850340136055
234,V3,fc7,Subj5,0.40816326530612246,0.23537414965986395,0.1673469387755102,0.4897959183673469
235,V3,fc8,Subj1,0.24217687074829933,0.3074829931972789,0.2489795918367347,0.5496598639455782
236,V3,fc8,Subj2,0.19727891156462585,0.21496598639455783,0.18231292517006809,0.44897959183673475
237,V3,fc8,Subj3,0.29795918367346935,0.3074829931972789,0.24217687074829927,0.5972789115646259
238,V3,fc8,Subj4,0.33061224489795915,0.34149659863945586,0.2380952380952381,0.6095238095238095
239,V3,fc8,Subj5,0.22585034013605446,0.25306122448979596,0.14013605442176869,0.46530612244897956
240,V4,conv1,Subj1,0.09795918367346938,0.13741496598639455,0.11564625850340136,0.2693877551020408
241,V4,conv1,Subj2,0.07482993197278912,0.10612244897959185,0.12380952380952381,0.24625850340136052
242,V4,conv1,Subj3,0.07755102040816328,0.13333333333333333,0.11972789115646258,0.2857142857142857
243,V4,conv1,Subj4,0.108843537414966,0.1292517006802721,0.13605442176870747,0.2789115646258503
244,V4,conv1,Subj5,0.08163265306122448,0.08843537414965986,0.06258503401360543,0.17278911564625848
245,V4,conv2,Subj1,0.3074829931972789,0.23673469387755103,0.23129251700680273,0.4027210884353742
246,V4,conv2,Subj2,0.30068027210884357,0.19727891156462585,0.19591836734693877,0.3673469387755102
247,V4,conv2,Subj3,0.38503401360544215,0.3088435374149659,0.2802721088435374,0.48027210884353744
248,V4,conv2,Subj4,0.3292517006802721,0.2707482993197279,0.25306122448979596,0.38095238095238093
249,V4,conv2,Subj5,0.23945578231292516,0.17414965986394557,0.1292517006802721,0.28843537414965986
250,V4,conv3,Subj1,0.40680272108843546,0.30476190476190473,0.24353741496598638,0.47482993197278905
251,V4,conv3,Subj2,0.37823129251700677,0.31428571428571433,0.2258503401360544,0.4272108843537415
252,V4,conv3,Subj3,0.45306122448979597,0.3578231292517007,0.27755102040816326,0.5741496598639456
253,V4,conv3,Subj4,0.3904761904761904,0.30204081632653057,0.2843537414965986,0.435374149659864
254,V4,conv3,Subj5,0.3442176870748299,0.25170068027210885,0.1619047619047619,0.38367346938775515
255,V4,conv4,Subj1,0.4571428571428572,0.3224489795918367,0.24217687074829933,0.5265306122448979
256,V4,conv4,Subj2,0.35646258503401357,0.30612244897959184,0.19999999999999998,0.42857142857142855
257,V4,conv4,Subj3,0.4843537414965987,0.3687074829931974,0.31428571428571433,0.5959183673469388
258,V4,conv4,Subj4,0.39591836734693875,0.3183673469387755,0.27074829931972794,0.4517006802721088
259,V4,conv4,Subj5,0.3564625850340136,0.2448979591836735,0.13877551020408166,0.38231292517006804
260,V4,conv5,Subj1,0.4639455782312925,0.34421768707482997,0.23129251700680273,0.5414965986394559
261,V4,conv5,Subj2,0.3795918367346939,0.31156462585034017,0.2285714285714286,0.4258503401360544
262,V4,conv5,Subj3,0.48571428571428577,0.37142857142857144,0.31428571428571433,0.5850340136054422
263,V4,conv5,Subj4,0.41768707482993195,0.32108843537414966,0.2340136054421769,0.43809523809523815
264,V4,conv5,Subj5,0.39319727891156464,0.2448979591836735,0.12380952380952381,0.4027210884353742
265,V4,fc6,Subj1,0.3850340136054422,0.27891156462585037,0.2489795918367347,0.46802721088435373
266,V4,fc6,Subj2,0.34965986394557824,0.2748299319727891,0.2068027210884354,0.40136054421768713
267,V4,fc6,Subj3,0.42040816326530617,0.3102040816326531,0.2802721088435374,0.5183673469387754
268,V4,fc6,Subj4,0.36054421768707484,0.3183673469387755,0.23945578231292516,0.43265306122448977
269,V4,fc6,Subj5,0.37006802721088433,0.2272108843537415,0.1687074829931973,0.4054421768707483
270,V4,fc7,Subj1,0.31156462585034017,0.2476190476190476,0.21360544217687075,0.43809523809523815
271,V4,fc7,Subj2,0.30476190476190473,0.24489795918367344,0.1741496598639456,0.3755102040816326
272,V4,fc7,Subj3,0.36326530612244895,0.2775510204081632,0.25170068027210885,0.47346938775510206
273,V4,fc7,Subj4,0.31020408163265306,0.2693877551020408,0.24489795918367346,0.401360544217687
274,V4,fc7,Subj5,0.34149659863945586,0.22312925170068026,0.13877551020408163,0.3891156462585034
275,V4,fc8,Subj1,0.1904761904761905,0.25034013605442174,0.23537414965986397,0.40544217687074824
